착하게 살려고 했습니다만 5(완결),S000062180160,"키아르네 장편소설  『착하게 살려고 했습니다만』.결혼할 뻔한 남자의 형은 찾아와서 돈을 갚으라고 협박하고심지어 도움 1도 안 되는 아버지 그리고 조만간 사라질 가게와 망해 가는 영지.어제까지 탕비실 커피 하나 훔치기, 사무실에서 핸드폰 충전하기 등등소확행을 실현하던 현대인이었는데 이제부터는 돈도 갚고 영지도 다스려야 한다.착하게 살 기회라는 신의 말대로 착하게 살려고 했는데,“빵 몇 개 팔아서 과연 갚을 수나 있을지 모르겠군.”“갚을 테니 걱정 마.”“그런 기적이 일어난다면.”그는 내게 돌아서더니 삐딱하게 서서 가슴 앞으로 팔짱을 꼈다. 화가 난 순간에도 그의 모습은 기가 막히게 멋있었다.“네 앞에 무릎 꿇고 네 발등에 입을 맞추지.”"
착하게 살려고 했습니다만 3,S000062180158,"키아르네 장편소설  『착하게 살려고 했습니다만』.결혼할 뻔한 남자의 형은 찾아와서 돈을 갚으라고 협박하고심지어 도움 1도 안 되는 아버지 그리고 조만간 사라질 가게와 망해 가는 영지.어제까지 탕비실 커피 하나 훔치기, 사무실에서 핸드폰 충전하기 등등소확행을 실현하던 현대인이었는데 이제부터는 돈도 갚고 영지도 다스려야 한다.착하게 살 기회라는 신의 말대로 착하게 살려고 했는데,“빵 몇 개 팔아서 과연 갚을 수나 있을지 모르겠군.”“갚을 테니 걱정 마.”“그런 기적이 일어난다면.”그는 내게 돌아서더니 삐딱하게 서서 가슴 앞으로 팔짱을 꼈다. 화가 난 순간에도 그의 모습은 기가 막히게 멋있었다.“네 앞에 무릎 꿇고 네 발등에 입을 맞추지.”"
박스(BOX),S000200023485,"조유영 스마트소설 『박스BOX』 초콜릿 같은 이야기가 시작된다. 한입 작은 조각이 녹으며 입안에 남기는 달콤쌉싸름 묵직한 향기. 일상 속 아이러니에 상상을 더해 작가가 써 내려간 스마트 소설은 짧지만, 잔향이 깊다. 범죄자임을 속이며 약혼자를 만나는 여자(가석방), 어쩔 수 없이 자신의 치부를 고백해야 하는 남자(고백), 자신이 원하는 방법으로 중범죄자의 사형을 집행하는 집행자(집행자의 광기). 작가가 만들어 놓은 소설 속 세상은 ‘양자중첩’처럼 여러 상태가 동시에 존재한다. 얻은 걸까 잃은 걸까? 어떤 색깔의 정의일까? 중첩된 여러 상태는 관찰자에 의해 정의된다. 결국, 작가의 질문을 음미한 독자가 이야기를 완성하는 것이다. 작가가 직접 그린 삽화 또한 이야기의 재미와 맛을 더한다. 이제 막 기지개를 켠 신인 작가의 다양한 맛을 느끼고 싶다면 당신은 박스를 열기만 하면 된다."
착하게 살려고 했습니다만 4,S000062180159,"키아르네 장편소설  『착하게 살려고 했습니다만』.결혼할 뻔한 남자의 형은 찾아와서 돈을 갚으라고 협박하고심지어 도움 1도 안 되는 아버지 그리고 조만간 사라질 가게와 망해 가는 영지.어제까지 탕비실 커피 하나 훔치기, 사무실에서 핸드폰 충전하기 등등소확행을 실현하던 현대인이었는데 이제부터는 돈도 갚고 영지도 다스려야 한다.착하게 살 기회라는 신의 말대로 착하게 살려고 했는데,“빵 몇 개 팔아서 과연 갚을 수나 있을지 모르겠군.”“갚을 테니 걱정 마.”“그런 기적이 일어난다면.”그는 내게 돌아서더니 삐딱하게 서서 가슴 앞으로 팔짱을 꼈다. 화가 난 순간에도 그의 모습은 기가 막히게 멋있었다.“네 앞에 무릎 꿇고 네 발등에 입을 맞추지.”"
잔치국수 분천 어린 농부,S000200014705,"소설 『65세』로 독자들에게 깊이 각인된 강명희 작가의 중편 소설집으로 독일에서 억척스럽게 자신을 지키며 사는 한인 여성들의 모습과, 분천골에서 흙에 기대어 농사짓는 사람들의 애환과 순응을 그리고 있다. 「잔치국수」는 독일에 사는 70세 전후의 홀로 남은 한인 여성들 이야기이다. 이 여성들의 남편들은 죽었거나 떠났거나 하고, 자녀들이 없거나 떨어져서 산다. 1960년대 간호사나 초청 이민으로 독일에 간 여인들은 기회의 땅에서 열심히 일했다. 그들은 새로운 기회를 찾아서 혹은 가난으로부터 탈출하기 위해 억척같이 일하고 자녀교육에 열심이었다. 그 결과 가난에서 벗어나긴 했지만 혼자가 되어 외롭지만 씩씩하게 살아가는 현재를 그리고 있다. 노년의 여인들은 기대 없는 고통에 위안이 되었던 사람을 반추하고, 어둡고 무거운 현실의 고통을 넘어서고자 하는 간절한 열망을 현실화하려던 시간도 돌아본다. 그러면서 고통을 돌파하고자 하는 의지와 노력, 헌신의 열정과 꿈에 기대고 있었던 과거의 자신을 잊지 못한다. 소설을 읽다 보면 서로가 이해하고 협조하며 화목하게 살았으면 좋겠다고 하면서도, 미워하고 싸우며 울고 화해하면서 살아가는 것이 평범한 우리네 삶의 모습이지 하면서 저절로 고개가 끄덕여지기도 한다.    「분천」은 예쁘고 똑똑한 딸 문양이 죽자 그 상실감에 집을 나갔던 주인공 여재가 40년 만에 죽기 직전의 모습으로 고향 집에 돌아오는 이야기이다. 남편이 집을 나가고 혼자 남은 문양이 엄마는 악착같이 농사를 짓고 땅을 사들이면서 아이들을 키우고 끈질기게 남편을 기다린다. 이 소설에서 독자들은 문양 엄마가 농사 짓는 묘사를 만나는데, 그 장면은 직접 경험하지 않으면 나올 수 없을 정도로 현장감 있고 리얼해 작가의 리얼리스트적인 모습을 발견할 수 있다.     「어린 농부」는 ‘갯벌을 치맛자락처럼 두르고 있는 섬’ 강화도에서 낯선 김포로 재가를 한 화도댁과 그가 데리고 간 아들 경만이 험난한 세상에 좌절하지 않고 굳세게 살아가는 이야기이다. 뱃사람이었던 남편이 죽은 화도댁은 재가를 종용하는 시어머니의 뜻에 따라 딸들은 시댁에 남기고 아들만 데리고 재가를 한다. 그 상황은 결코 쉽잖은 결정이었지만 그렇게라도 새 삶을 시작하겠다는 본인의 의지와 고뇌 그리고 희생을 땅에 뿌리를 내리는 과정과 접목해 절실하고도 설득력 있게 그리고 있다. 강명희 작가의 중편 소설집 『잔치국수, 분천, 어린 농부』는 나은 삶을 모색하고 기회를 찾아 고향을 등지고, 낯선 지역 다른 세상으로 떠나 열심히 일하는 평범하고 일상적인 우리의 삶을 특유의 찰진 문장과 현실감 있는 묘사로 그려내고 있다. 이 소설의 진가는 우리 삶과 일상의 평범한 묘사에 그치지 않고, 시대적 상황이나 개인의 고민을 생동감 있고 다각적으로 조명해 그 현실을 부피감 있게 보여주고 있다는 점이다.그뿐만 아니라 뛰어난 세태소설의 면모를 보여주고도 있다. 그것은 강명희 작가가 결혼이나 가족이 압박하는 고통 속에서도 여성들의 삶을 사뭇 씩씩하고도 명랑하게 풀어내기 때문이다. 일상의 우울과 고통을 선연한 감각으로 자각하며 묵묵히 견디면서도, 불쑥불쑥 냉소와 허위로 일상을 비웃는 자기 언어와 자기방어의 기지를 발휘하고 있다.  지나간 시간에 의존하는 소설은 자칫 개인의 내면으로 침잠해 회한이나 회고가 될 수밖에 없다. 하지만 강명희 작가의 중편 소설집 『잔치국수, 분천, 어린 농부』는 그런 우려를 말끔하게 지우고 있는데, 그것은 감염의 효과가 대단하기 때문이다. 이 소설을 읽다 보면 나의 꿈이 모두의 꿈으로, 나의 고통이 모두의 고통으로 전이되는 감염력을 느끼면서, 우리가 겪어온 그 시대의 공감대를 바탕으로 인간과 삶의 다층적인 세계의 심연으로 들어가는 놀라운 경험을 할 수 있을 것이다."
붉은 나무의 언어,S000200022928,"작품들은 편편마다 다채로워서 지루하지 않다. 표제작 「붉은나무의 언어」는 일상의 삶 속에 맹금류의 눈과 발톱으로 역사성을 투시한 것 같다. 왜냐? 자잘한 세부묘사가 끌어당기는 거대담론이 도사리고 있기 때문이다. 운명에 지쳐 갈등하거나 순응하는 인물을 지문으로 불러내어 형상화했고, 모두가 넌지시 토해 놓은 일상적 대화에도 상징과 은유를 잔뜩 머금고 있음에 미학적으로도 썩 괜찮다.  그렇다! 시대와 불화하여 무참하게 짓밟혀진 인물일지라도 그것은 우리의 자화상임에 틀림없음이다. 그러므로 작가는, 이 작품들에서 불지옥에서나 만났음직한 인물들을 시간의 이쪽과 저쪽으로 소환하고 있다. 소설이 지향하는 객관적 토대를 마련해서 감정 이입을 자연스럽게 유도하는 것이리라. 인물들 나름대로 저마다 갈망하는 그 자리에서 빠끔하게 비치는 희망의 빛을 그리고 있으니.                                              - 최성배(소설가)"
아폴론 저축은행,S000061898324,"한국 장르문학의 리리시즘을 선보이며 선 굵은 장편을 발표해온 차무진이 처음으로 단편집을 펴냈다. 2019년, 팬데믹을 예견이라도 하듯 바이러스로 인한 한반도 포스트 아포칼립스를 그린 『인 더 백』으로 각종 언론과 독자의 주목을 이끌었던 그가 ‘라이프 앤드 데스 단편집’이란 부제로 여덟 개의 이야기를 공개한다. 말 그대로 모든  작품에 삶과 죽음이라는 테마가 농도 짙게 담겨 있다. 사찰에 유기된 어린 형제 이야기 「그 봄」, 마포대교 연쇄 자살 사건을 다룬 오컬트 추리소설「마포대교의 노파」, 몰락한 가장이 거머쥔 횡재수 뒤의 비화 「아폴론 저축은행」, 사술사의 희생물이 될 아이를 살리려는 옹기쟁이의 몸부림을 그린 토속적 공포 서사 「상사화당」, 마약떡볶이에 미쳐 돌아가는 중국 진나라 연쇄 살인 사건「서모라의 밤」, 군대 왕따 괴담과 숙박업소 미스터리에 신라시대 전설을 가미한「비형도」, 시신을 싣고 달리는 구급차 안에서 벌어지는 기묘하고 아름다운 서사 「이중 선율」, 한국인의 영원한 순수소설인 황순원의 『소나기』기를 좀비물로 오마주한 「피, 소나기」가 그 작품들이다. 미스터리를 바탕에 두고 스릴러, 추리, 판타지, 드라마 등 다양한 장르를 넘나드는 이 작품들은 생사 앞에 선 인간의 내면을 사려 깊게 주시하는 시선인 동시에, 과감함과 맹렬함으로 극한을 달리는 서사이기에 어른을 위한 장르문학으로 손색이 없다."
국경의 아침 6: 제3부 피바람 소리,S000062180107,"국경의 아침, 척박한 땅에서 솟아나는 강인한 생명력, 어떤 이념과 사상도 가족의 단단한 고리를 끊을 수 없다! 민중들은 짓밟힐수록 다시 일어서고 치열한 삶의 전장(戰場)이 격동의 물결처럼 펼쳐진다! 제1부 이상한 나라 ①, ②평안북도 신의주 고등중학 교원인 리명호는 남조선 출신 아버지의 아들이란 멍에를 가지고 살아간다. 어렸을 적 벗이었던 보위부 박태산은 리명호의 아내를 자신의 아내로 만들기 위해 온갖 책동을 일삼으며 리명호를 감옥으로 잡아들이려고 갖은 모략을 꾸민다. 제2부 목마른 산하(山河) ③, ④리명호의 아내 오정숙은 선전원으로 일하면서 보위부 박태산의 꼬임에 빠져들지 않으려고 기를 쓴다. 조선인민공화국의 지도부는 권력승계의 시소게임이 시작되고, 박태산은 리명호를 제거하기 위해 권력의 고삐를 놓치지 않는다. 박태산은 빨치산 줄기인 최룡해 부부장과 손을 잡는다.제3부 피바람 소리 ⑤, ⑥남쪽에 서울의 봄은 말처럼 오지 않고 수상한 날들이 펼쳐진다. 주민들을 김정은 독재체제에 순응시키고자 하지만 피를 부르는 총소리는 끊이지 않는다. 드디어 김정은 1호행사령이 떨어지고 김정남 암살조가 행동을 개시한다. 서울의 광화문에는 태극기의 물결로 출렁이고 민중들의 목소리가 들끓기 시작한다. 제4부 저 구름 흘러흘러 ⑦, ⑧리명호는 아내와 마지막 잠자리를 치른다. 그는 보위부 박태산의 계략으로 은밀히 대남연락소 청진 기지의 대남공작원 훈련에 돌입한다. 서울의 이복형인 리명진은 정보부에 끌려가 조사를 받고, 어느 날 북쪽으로부터 당도한 아버지의 유골함을 받아들고 광화문에서 오열한다. 제5부 강토(疆土) 삼천리 ⑨, ⑩리명호는 공교롭게도 보위부의 도움으로 도강(渡江)하여 서울에 들어온다. 박태산은 강제이혼한 오정숙을 아내로 만든다. 리명호는 공화국의 지령에 따라 행동하지만 혼란한 상황을 맞는다. 오정숙은 자신의 비밀을 은폐하기 위해 동료를 죽이고, 박태산은 현송월의 제거에 실패하면서 파국을 향해 치닫는다."
국경의 아침 5: 제3부 피바람 소리,S000062180106,"국경의 아침, 척박한 땅에서 솟아나는 강인한 생명력, 어떤 이념과 사상도 가족의 단단한 고리를 끊을 수 없다! 민중들은 짓밟힐수록 다시 일어서고 치열한 삶의 전장(戰場)이 격동의 물결처럼 펼쳐진다! 제1부 이상한 나라 ①, ②평안북도 신의주 고등중학 교원인 리명호는 남조선 출신 아버지의 아들이란 멍에를 가지고 살아간다. 어렸을 적 벗이었던 보위부 박태산은 리명호의 아내를 자신의 아내로 만들기 위해 온갖 책동을 일삼으며 리명호를 감옥으로 잡아들이려고 갖은 모략을 꾸민다. 제2부 목마른 산하(山河) ③, ④리명호의 아내 오정숙은 선전원으로 일하면서 보위부 박태산의 꼬임에 빠져들지 않으려고 기를 쓴다. 조선인민공화국의 지도부는 권력승계의 시소게임이 시작되고, 박태산은 리명호를 제거하기 위해 권력의 고삐를 놓치지 않는다. 박태산은 빨치산 줄기인 최룡해 부부장과 손을 잡는다.제3부 피바람 소리 ⑤, ⑥남쪽에 서울의 봄은 말처럼 오지 않고 수상한 날들이 펼쳐진다. 주민들을 김정은 독재체제에 순응시키고자 하지만 피를 부르는 총소리는 끊이지 않는다. 드디어 김정은 1호행사령이 떨어지고 김정남 암살조가 행동을 개시한다. 서울의 광화문에는 태극기의 물결로 출렁이고 민중들의 목소리가 들끓기 시작한다. 제4부 저 구름 흘러흘러 ⑦, ⑧리명호는 아내와 마지막 잠자리를 치른다. 그는 보위부 박태산의 계략으로 은밀히 대남연락소 청진 기지의 대남공작원 훈련에 돌입한다. 서울의 이복형인 리명진은 정보부에 끌려가 조사를 받고, 어느 날 북쪽으로부터 당도한 아버지의 유골함을 받아들고 광화문에서 오열한다. 제5부 강토(疆土) 삼천리 ⑨, ⑩리명호는 공교롭게도 보위부의 도움으로 도강(渡江)하여 서울에 들어온다. 박태산은 강제이혼한 오정숙을 아내로 만든다. 리명호는 공화국의 지령에 따라 행동하지만 혼란한 상황을 맞는다. 오정숙은 자신의 비밀을 은폐하기 위해 동료를 죽이고, 박태산은 현송월의 제거에 실패하면서 파국을 향해 치닫는다."
레트로 마니아,S000061777417,"2022년 쿨투라 신인상, 한국과학문학상으로 새롭게 이름을 알린 작가 김쿠만의 첫 번째 소설집 『레트로 마니아』를 펴낸다. 김쿠만은 “문학은 사회의 바깥과 안에 겹쳐 있는 미세한 ‘사이’의 언어들을 다루어야?한다. 김쿠만의 서사는 그 ‘사이’의 맛과 질감을?충실하게 재현하고 있다. 그의 농담에서는 동시대의 어떤 작가들에게서도 쉽게 발견할 수 없는 감칠맛이 느껴진다.”(쿨투라 신인상 심사평 중), “혀를 내두를 정도로 이야기를 능수능란하게 이야기를 이끌어가는 작가”(제5회 한국과학문학상 심사평 중)라는 평가를 받으며 혜성처럼 등장했다. 혜성처럼 등장했다고 했지만 김쿠만이 하루아침에 운이 좋아 주목을 받게 된 것은 아니다. 그는 많은 젊은 작가들이 하는 것처럼 무대 뒤에서 많은 문을 두드렸고, 많은 실패를 경험했고, 대안을 모색했으며, 그 모든 과정을 통해 자신만의 실력과 세계관을 단단하게 다져왔다. 김쿠만이 다다른 지점은 그리운 옛날이다. 이 책 『레트로 마니아』에는 그 그리움에 대한 이야기가 담겨 있다."
레트로 마니아,S000061777417,"2022년 쿨투라 신인상, 한국과학문학상으로 새롭게 이름을 알린 작가 김쿠만의 첫 번째 소설집 『레트로 마니아』를 펴낸다. 김쿠만은 “문학은 사회의 바깥과 안에 겹쳐 있는 미세한 ‘사이’의 언어들을 다루어야?한다. 김쿠만의 서사는 그 ‘사이’의 맛과 질감을?충실하게 재현하고 있다. 그의 농담에서는 동시대의 어떤 작가들에게서도 쉽게 발견할 수 없는 감칠맛이 느껴진다.”(쿨투라 신인상 심사평 중), “혀를 내두를 정도로 이야기를 능수능란하게 이야기를 이끌어가는 작가”(제5회 한국과학문학상 심사평 중)라는 평가를 받으며 혜성처럼 등장했다. 혜성처럼 등장했다고 했지만 김쿠만이 하루아침에 운이 좋아 주목을 받게 된 것은 아니다. 그는 많은 젊은 작가들이 하는 것처럼 무대 뒤에서 많은 문을 두드렸고, 많은 실패를 경험했고, 대안을 모색했으며, 그 모든 과정을 통해 자신만의 실력과 세계관을 단단하게 다져왔다. 김쿠만이 다다른 지점은 그리운 옛날이다. 이 책 『레트로 마니아』에는 그 그리움에 대한 이야기가 담겨 있다."
어션 테일즈(The Earthian Tales) No 4: Alcohol,S000061897648,"모든 것의 값이 이 땅 어느 산의 능선보다도 가파르게 치솟는 시절,발을 헛디디는 이유를 함께 나눠 마신 술의 취기 탓으로 웃어넘긴 후서로의 등에 붙은 낙엽을 떼어내주는 그런 마음만은 공짜로 삼도록 해요.일 년에 네 번, 계절이 올 때마다 찾아오는 어션 테일즈의 네 번째 이야기를 소개합니다."
여수의 추억,S000200062872,"대하장편소설 『연해주』로 널리 알려진 김용필 작가의 신작 장편으로 여·순 사건과 그 후손의 지금을 형상화하고 있다.김용필 작가는 70년 전 여·순 사건을 현재로 소환하면서 그 사건의 장본인으로 조국을 떠나 무국적으로 떠돌던 박동근 시인이나, 그 후손들을 고향으로 불러 모은다. 그러나 꿈에 그리던 고향을 찾은 환상도 잠깐, 살인사건이 일어나면서 그 시대에서 한 발자국도 앞으로 나아가지 못하는 역사의 아이러니를 보여주고 있다.      이야기를 이끌어가는 화자 김선후 소설가, 박철 형사, 건축학 박사 수잔 벨리, 바다목장 사장 하인수, 보석 밀매상 리만 데이비드, 빨치산 여전사 이수임, 김경섭 해양경찰, 김동근 대조산업 회장, 박동근 망명시인, 홍콩의 밀수왕 장동원 등을 통해 여·순 사건의 실체와 그 후손들 사이에 얽힌 사건들이 흥미진진하고도 박진감 있게 펼쳐진다.김용필 작가가 『여수의 추억追憶』에서 강조하고 있는 것은 시대와 역사 그리고 이념의 희생양이 되어 총부리를 겨누고 싸운 사람들과 그 후손들이 진실로 화해하기 위해서 진정으로 넘어야 할 것은 마음의 경계라는 것이다. 마음의 경계는 아직도 우리를 그 이념의 헛된 전장 속으로 등 떠밀고, 내 신념만이 절대화하는 태도를 버리지 못하게 만든다. 또한 피해자와 가해자 모두에게 가해지는 시선의 폭력 속에서도 진정 자유롭지 못하다. 김용필 작가는 이처럼 무엇이든 절대화하려는 닫힌 세계관에서 우리가 여전히 벗어나지 못한다는 것을 소설로 입증하고 있다. 소설 『여수의 추억追憶』은 우리 마음속에 지닌 마음의 경계를 허물기 위해서는 그 사건을 끊임없이 환기하면서도, 모두의 연대를 위한 세계시민의 감각을 키워야 한다고 역설한다. 그래서 소설의 배경을 세계인들이 모여든 여수 엑스포로 상정했으리라. 세계시민 감각이란 것은 인간의 고립과 마음의 간극이 만들어내는 마음의 경계를 넘어서 타인에 대한 깊이 있는 관심과 이해를 가지는 것이고, 분단의 이념이나 사상의 희생양으로 내몰린 사람들에 대한 관용적 태도를 내면화하는 것이기도 하다. 이런 의미에서 『여수의 추억追憶』은 이념이 만든 사건을 성숙하게 바라보는 감수성의 감각을 키우는 것이 분단의 아픔과 그 분단이 야기한 사건 위에서 살아가는 우리에게 무엇보다도 중요한 것이라고 환기시킨다."
달하 노피곰 도다샤,S000061898126,"최병요 작가가 끌고 와 우리 앞에 내세운 정읍사 작자 ‘달래(소설의 주인공)’는 우리가 흔히 기억하는 대로 행상 나간 남편을 하염없이 기다리며 달에게 푸념하는 그런 나약한 여인이 아니었다. 그렇다고 나당연합군에 속절없이 패망한 백제의 망국한을 삭이지 못하는 여장부도 아니고, 가난하고 못 배운 한촌의 쇤네도 아니었다는 내용이다.달래는 스스로 배우고 깨우쳐 백제 유민을 다독거리고 부추겨 사해(동북아)의 문화대국으로서의 긍지를 지켜나간 지혜로운 여인으로 묘사한다. 헐벗은 이웃에게 삶의 가치와 희망을 일깨워준 맹렬한 여성상으로 그려냈다. 작가는 그녀를 무너진 벽골제를 재건해 농자의 숙원을 풀어주는 선구자로 키워나간다. 당연히 첫사랑 유정 스님과의 애틋한 사연도 독자의 흥미를 끈다.한촌의 여인이 밤중에 호젓한 뒷동산에 올라 읊조린 노래의 가락이 몇백 년이나 지나 어떻게 채집되었으며 그것이 또 어떻게 천 년이나 지난 지금까지도 살아남아 우리의 심금을 울리는가. 여기에 초점을 맞춘 저자의 추궁과 추적과 확신이 원고지 1,400매의 장편 역사소설 『천년의 노래 정읍사 - 달하 노피곰 도다샤』의 곳곳에 숨어 있다.『달하 노피곰 도다샤』는 단순한 노랫가락이 아니라 우리 민족의 정서와 혼이 깃들어 있는 실체일 것이라고 확신한 저자가 10년 동안 유적지를 쏘다니며 1,400년을 거슬러 올라가 당시의 동북아 4국의 세력균형과 각축, 이에 따른 민초들의 삶의 현장을 찾아 헤맨 끝에 완성한 소설이다.저자는 그 실체를 알고파 사서를 뒤지고 현지를 답사하며 그 시대를 살았던 사람들의 얘기를 멋진 상상력으로 들추어냈다. 가공의 인물 ‘달래’가 주인공이지만 당연히 의자왕, 계백, 무열왕 김춘추, 유해선사, 흑치상지 등 실존 인물이 대거 등장한다."
종말의 소년,S000061898195,
이노하의 붉은 바람 1,S000061897943,"오만하고 무정하기 이를 데 없는 지아비, 파안제국의 황제 주단휘와 단단히 척진 채 살아온 허울뿐인 황후, 아리.어느 날 청천벽력처럼 들려온 후궁 초혜의 회임 소식에 단휘에게 환멸을 느낀 아리는 홧김에 출궁을 하고, 폭우를 피해 잠시 쉬어 가려던 기루에서 자신을 노리는 자객들과 맞닥뜨린다.생사의 갈림길에 놓인 절체절명의 순간, 그녀 앞에 홀연히 나타난 흑의의 사내…….아리는 사내의 도움으로 가까스로 목숨을 부지하지만, 온통 수상쩍기만 한 그와 함께 적국 아라하와의 국경인 미우강을 건너게 된다.강 너머에서 마주하게 된 암담하고 경악스러운 현실에 아리는 망연자실하는데…….한편, 수소문 끝에 아리의 행방을 찾아낸 단휘는 그녀를 되찾기 위해 일생일대의 도박을 건다.이번 가출은 너무 길다고 생각하지 않나, 황후.뒤늦은 후회는 간절함만큼이나 무모한 것이었으나,이런 말, 미친놈처럼 들리겠지만…….보고 싶었어, 아리……. 내 진정으로 그대가…… 보고 싶었다…….생애 처음 건넨 서툰 고백은 틀림없는 그의 진심이었다.천 번을 밀어낸다 해도…… 두 번 다시는 그녀를 안은 손을 놓고 싶지 않을 만큼……."
백신애 작품집,S000061896571,"일제 강점기 농촌민들의 생활을 직접 체험하며 가난에 시달리는 민중의 모습을 작품을 통해 형상화하고 여성에 대한 시대의 사회적 억압과 어머니라는 상징으로부터 탈출을 모색하고 주체적 여성 담론의 가능성을 연 여성 작가《백신애 작품집》백신애는 여성에 대한 사회적 억압을 문제시 하고 일제 강점기 농촌민들의 생활을 직접 체험하며 가난에 시달리는 민중의 모습을 작품을 통해 형상화했다. 사회적으로 성공한 아버지와 영천 양반 출신으로 한학의 교양을 쌓은 어머니 아래 성장한 백신애는 아버지의 억압에 반발을 느끼면서도 구시대적 교육을 받은 어머니의 모성적 침묵과 자신을 동일시하지 않기 위해 모친과 단절한다. 그러나 영천에서 미곡을 취급하고 정미소를 해서 소문난 부자였던 아버지의 자부심은 백신애의 일생에 끊임없는 간섭의 요소가 된다. 백신애는 오빠의 사회주의 사상에 동조함으로써 어머니라는 상징적인 억압의 구조로부터 자신을 탈출시키고자 한다. 그러나 오빠와의 관계 역시 보호에 불과했다. 그러다 오빠 몰래 문학서적을 읽으며 애를 쓰던 중 현상 광고를 보고 하룻밤 사이에 휘갈겨 써서 응모해 당선된 작품이 이 책 《백신애 작품집》의 첫 소설 작품으로 실려 있는 〈나의 어머니〉이다.백신애에 대한 연구는 크게 둘로 나뉘는데, 일제 강점기 식민지의 현실과 연결 짓는 것과 여성주의 관점에서 분석하는 것이다. 1930년대 중반 이전의 〈꺼래이〉 〈복선이〉 〈채색교〉 〈적빈〉 〈멀리 간 동무〉 〈악부자〉 〈식곤〉 〈소독부〉 등의 작품들은 일제 강점기 민중들의 비참한 삶의 재현이 주조를 이루며, 1939년까지는 중산층 여성의 고백 형식이 눈에 띈다. 백신애의 작품들은 초기 사회주의 리얼리즘 담론에서 여성 담론, 다시 주체적인 담론으로 나아갈 단초를 보인다. 그러나 KAPF의 퇴조와 이혼이라는 과정은 작가의 현실과의 분열은 자기 풍자를 낳았고 이를 계기로 자기 계층의 여성 담론에 관심을 갖게 된다.이 책에도 수록되어 있는 후기 작품에서는 중산충 여성의 목소리에서 광인, 병자, 죄인의 고백 형식으로 나타난다. 〈광인수기〉에는 전향 지식인의 부인이 겪는 이중적 소외와 광기의 언어가 두드러지며, 〈혼명〉에서는 전향한 여성 지식인의 목소리로 사회주의 사상으로부터의 전향과 가족주의 탈피로서 이혼을 동궤 놓고 이야기를 서술한다. 〈아름다운 노을〉에서는 13세 연하의 소년과의 사랑을 표면 구조로 놓고 오빠와 누이의 인물 설정을 통해 종래의 사랑에 대한 극복을 감행함으로써 주체적 여성 담론의 가능성을 열었다."
빙고선비,S000061898748,"귀신과 괴물이 우리 대중문화 속에서 이렇게 회자된 적이 있었던가 싶을 정도다. 바야흐로 귀신과 괴물의 시대, ‘호모 데우스Homo Deus’ 즉 인간은 스스로 신이 되려고 하는 걸까? 빠른 속도로 지구를 평정하며 신에 도전해온 인간은 앞으로 어떤 운명을 맞이하게 될까? 《빙고선비》는 〈우리 사우나는 jtbc 안 봐요〉, 〈에어비앤비의 청소부〉, 〈치킨으로 귀신 잡는 법〉 등 재기발랄한 작품을 많이 선보여온 박생강 작가가역사적 고증에 상상력을 더해 작심한 듯 독자들의 기대에 호응하고자 선보이는 한국형 판타지 소설이다."
김승옥문학상 수상작품집(2022),S000061896395,"“정확한 디테일, 적절한 상징, 공감어린 시선, 깊은 여운”일 년을 영글어 더욱 깊어진 일곱 개의 결정(結晶)한국문학이 자부하는 오늘의 이름들등단 후 10년이 넘은 작가들이 한 해 동안 발표한 단편소설 가운데 가장 뛰어난 7편을 뽑아 선보이는 김승옥문학상은 한국문학의 정수를 탐사하는 여정으로 굳건히 자리매김하고 있다. 올해는 2021년 7월부터 2022년 6월까지 주요 문예지와 웹진, 독립문예지를 포함한 총 26개 문예지의 171편이 심사 대상이 되었다. 2022 김승옥문학상의 수상 작가는 편혜영, 김연수, 김애란, 정한아, 구병모, 문지혁, 백수린이다. 한국문학의 클래식으로 이름해가는 이 작가들 중 편혜영 작가의 단편 「포도밭 묘지」가 “첫 투표에서 최다 득표를 한” 뒤 “끝까지 안정적인 지지를 얻어 결국 대상 수상작”이 되었다. 정한아 작가는 두번째 김승옥문학상 우수상 수상으로 단단한 관록을 드러내었고, 김승옥문학상에 새로 모습을 보인 김연수, 김애란, 구병모, 문지혁, 백수린 작가는 한국문학이 자부하는 오늘의 이름들로서, 우리가 기대할 만한 미래를 소설 속에서 펼쳐 보인다."
초록 가마우지 노래,S000061898802,"Z세대인 10대가 바라보는 한반도의 미래를 그들의  재기발랄한 상상력으로 그려낸 통일을 DMZ(비무장지대)을 배경으로 전개되는 이야기입니다.  꿈을 그리는 메시지를 담은 Z세대의 통일에 대한 사랑을 DMZ(Dream Making Zone)의 또다른 이름으로 말하고 있습니다.  한반도의 통일이 딱딱한 단어로 상상하지 않고 일상중에 일어나는 천재지변의 사건(지진)을 통해 이루어지는 이야기 두편을 실었습니다. 미래의 타임머신을 타고 가서 통일의 주제를 어떻게 풀어가는지,  흥미진진합니다.  세대가 바뀌어 가며 멀어져 가는 구호와 같은 통일을 10대의 시각으로 풀어내며 생명력을 불어 넣고 있습니다.  더불어 통일이라는 의제도 기성세대가 아닌 당사자들에게 맡겨달라는 당찬 주문을 던지고 있는 듯 한 소설입니다. 통일과 함께 이들이 꿈꾸는 미래는 지속 가능하고 차별없이 더불어 살아가는 사회라는 인식을 엿볼 수 있습니다."
